Yaw_angle
-2.3605578754130625
-2.3610916604553207
-2.362212076797985
-2.3782625852779353
-2.52944397512501
-2.7082897227322147
-2.8057412164308824
-2.854294866668503
-2.9514186524957933
-2.9861019538004956
-2.9392817916934213
-2.8216063898798636
-2.790471007736735
-2.604235772652824
-2.443484947374369
-2.3772327701123137
-2.3564249228226344
-2.356194490192345
-2.356194490192345
-2.356194489810264
-2.356194489810264
-2.356194490598306
-2.356194490192345
-2.356194489786384
-2.356194490192345
-2.356194490574426
-2.356194490550546
-2.356194489810264
-2.356194490192345
-2.356194489834144
-2.356194490550546
-2.356194490598306
-2.356194489810264
-2.356194489786384
-2.356194490216225
-2.356194490598306
-2.356194490192345
-2.356194489834144
-2.356194490216225
-2.356194490168465
-2.3561944903584786
-2.356194490375525
-2.3561944898615925
-2.3561944907648216
-2.356194491034666
-2.3561944896124647
-2.356194489549391
-2.356194490144585
-2.356194490192345
-2.356194490240105
-2.3561944895237033
-2.356194490192345
-2.356194490192345
-2.356194490144585
-2.356194490192345
-2.356194490144585
-2.3561944902878653
-2.356194490240105
-2.356194490144585
-2.356194490192345
-2.356194490144585
-2.356194490144585
-2.356194490192345
-2.367570827942978
-2.404280588768086
-2.3450712258355986
-2.0308869778852956
-1.6357154205825641
-1.3912325701232704
-1.235689728943657
-1.0773068331404514
-0.8456088727262352
-0.5255596998535339
-0.32621221450446225
-0.22192400166597007
0.06829990861637804
0.1595589355794278
0.31879857780900445
0.6945738873719204
1.1800918319756313
1.317114794494596
1.2462141294853506
0.9880977696173588
0.977731856094442
0.8879249601353705
0.7700422276579861
0.7414637225623274
0.7777105953353153
0.7853981634133683
0.7853981633974483
0.7853981633974483
0.7853981633815282
0.7853981633974483
0.7853981633815282
0.7853981633974483
0.7853981633815282
0.7853981634478852
0.7853981634481506
0.7853981631666312
0.7853981595889663
